Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
03652680-7e4b-4d4d-9b78-69aa8e1cf74b,1493,1,3448.09,2,1,5,215,Others
03b14d51-d192-42f0-8493-b71cc4904852,1843,1,720.0,1,1,3,113,Others
03d3c64f-4574-4891-ad1e-cddc26635d94,248,1,908.04,5,1,3,513,New
03f4c0e2-78f2-42f0-a5e7-4d55b4e4f27f,676,1,627.58,4,1,2,412,Others
043c7492-3e51-4213-a764-e8a941669fd6,2084,1,296.23,1,1,1,111,Lost
043fde29-5da1-4704-9e19-6a3739652ff0,1498,1,2935.97,2,1,5,215,Others
04ea1c22-3c55-4708-8ba4-981af7cc6a67,809,1,197.08,4,1,1,411,Others
050b46f5-49e5-4842-bbfa-f1517abe87c2,2165,1,3636.99,1,1,5,115,Others
0517f850-8e14-4ffa-8c62-9ec33fa12999,780,1,207.77,4,1,1,411,Others
057f81ec-f691-489d-8a72-cbbcf4162f97,581,1,730.83,4,1,3,413,Others
058003d7-9cdf-4c40-bc69-8b4f270dc4ab,2035,1,102.9,1,1,1,111,Lost
059eb438-d78b-4970-804a-659b5c7d8398,1107,1,2643.52,3,1,5,315,Others
05a4d898-48d4-4176-860c-5705a33a37ba,1194,1,2194.17,3,1,5,315,Others
05decca7-8988-4928-9694-40f848214224,81,1,1770.07,5,1,4,514,New
05e18ad8-ccaf-4f42-8bfe-86e28b8736e0,935,1,1694.04,3,1,4,314,Others
05f0090b-febc-493e-b948-f56a651449b7,1079,1,1212.44,3,1,3,313,Others
061a6345-a598-443c-89f6-212c173c82a1,435,1,675.39,5,1,3,513,New
061d6b66-3643-4d56-be4e-a8464d2e5b5b,1468,1,2668.43,2,1,5,215,Others
0624e5e9-9feb-4a33-86cc-cbceb8dcde6e,1405,1,442.26,2,1,2,212,Others
0628e8e4-b6ae-416f-8ef3-ca7130929b4e,461,1,385.72,5,1,2,512,New
06347e1e-c058-4592-97dd-0838ba186554,1453,1,264.96,2,1,1,211,Others
0636750c-dea2-46f1-a806-62e6c870f13a,985,1,3491.57,3,1,5,315,Others
06972845-2801-4d69-8c9f-62eefc4612d0,1628,1,1157.71,2,1,3,213,Others
06d9c68a-39ae-4e9d-b994-5424baa3ddd6,955,1,352.04,3,1,2,312,Others
06e71c62-9d3b-4514-866d-55b5fd210a76,1527,1,390.85,2,1,2,212,Others
06e74fa2-7e21-44b1-b528-96004e6eda3e,154,1,393.31,5,1,2,512,New
070c7283-dbbe-494d-9000-06f05b3ac4d7,1338,1,1529.17,2,1,4,214,Others
07308d21-0cb4-446c-974d-73070e82f675,566,1,3377.4,4,1,5,415,Others
073e8b08-97c5-4951-bb1a-aa831d1ceed1,2070,1,2065.75,1,1,4,114,Others
07851736-7ce1-4992-b5d3-3d7973e1fa95,1011,1,2995.43,3,1,5,315,Others
079eea78-2623-4892-93d9-01f1d9abef5d,115,1,326.51,5,1,2,512,New
07eb84a1-8233-4c68-875a-17e4d3b62b69,1221,1,541.47,3,1,2,312,Others
07ece805-d95a-4432-a18a-1c35bcdec30b,1325,1,1688.65,2,1,4,214,Others
081cf87a-f2fa-4a9f-b966-3be6e5f48806,2072,1,1264.79,1,1,4,114,Others
085ede62-7661-4410-b24b-4ead2fc9e98c,101,1,42.56,5,1,1,511,New
08811bb5-ffc1-432e-a371-586bd0f70991,779,1,1182.09,4,1,3,413,Others
0889be0f-0ca5-409d-b97c-90ddfd166524,1741,1,285.21,2,1,1,211,Others
088f08fb-1c7c-4e78-bf0a-2a1bcafaf64d,713,1,40.3,4,1,1,411,Others
08de2fe8-4a51-431a-a4ad-fea34b1c4964,2157,1,5.1,1,1,1,111,Lost
095a49ef-b2ea-4b0d-8f09-3452da2d19f1,197,1,784.29,5,1,3,513,New
096d7312-56cd-48e3-bfce-5a71a34ecdb9,1842,1,1024.22,1,1,3,113,Others
09a75e16-9443-4247-8d29-9096db8645cd,206,1,2309.63,5,1,5,515,New
09ea6a14-f61e-4929-8948-0a77442e9246,478,1,1466.29,5,1,4,514,New
0a0768ee-8a2f-4ce0-aff7-e151699527c0,1427,1,697.68,2,1,3,213,Others
0a24e2dd-9de0-4370-a66d-36f5cb870bba,2007,1,1067.35,1,1,3,113,Others
0a264f88-3509-4bb9-a7cb-ce8d3e2b3fc1,509,1,274.32,4,1,1,411,Others
0a40eedf-aa0f-437d-b3a7-d1664f6759c5,954,1,2416.3,3,1,5,315,Others
0a4b8316-16f6-4c17-8028-201b67026d68,349,1,56.33,5,1,1,511,New
0a4fc649-92a0-4498-b0a4-de4f6e53daa9,1264,1,208.21,3,1,1,311,Others
0a54d286-e6a9-4c17-b6f7-01258392cc83,1700,1,299.81,2,1,1,211,Others
0a5d027f-50c2-40cc-8593-63c7ff51110c,1162,1,243.47,3,1,1,311,Others
0a6ed291-b5f5-4abf-b78d-0aa1666f7bad,702,1,240.16,4,1,1,411,Others
0a737678-6cee-4c15-a2c7-04fad604690c,806,1,12.33,4,1,1,411,Others
0a77722e-2e26-48bb-b3b5-9f69734e1fa3,1096,1,3167.56,3,1,5,315,Others
0a807e7e-1eab-4414-b70e-a30583d8a7f8,676,1,1235.55,4,1,4,414,Others
0a83ce7e-41e7-4b9d-9e5d-9f79d40b23f8,596,1,355.13,4,1,2,412,Others
0ad4ebed-76d2-4928-8ae9-456834fa4657,1704,1,95.38,2,1,1,211,Others
0ad9ce33-c399-4410-b3f5-f4d3d457a422,833,1,1983.29,4,1,4,414,Others
0b131e4f-5ddb-4a4f-b1d2-bb4477e55ca6,798,1,1841.5,4,1,4,414,Others
0b1c7992-da17-462d-a0ae-e3ecc1fcafd4,1318,1,694.78,2,1,3,213,Others
0b391f4d-e053-4d41-9139-10e260b33df4,824,1,319.56,4,1,2,412,Others
0b3a7d18-df7d-4070-9d7a-07750ff4a5f3,488,1,2563.72,4,1,5,415,Others
0b73f2bf-84bd-47d9-89e3-4ef17078e5fc,405,1,781.23,5,1,3,513,New
0ba3c409-c77f-4a16-b170-fc35d2572b13,646,1,1403.89,4,1,4,414,Others
0bbdf2de-46c1-4de7-a536-595e64d9ef40,936,1,2730.51,3,1,5,315,Others
0bcca77a-daaf-4e96-908c-b26567038834,1231,1,166.84,3,1,1,311,Others
0bcf291e-2621-474c-9839-68e3957252ea,1837,1,1883.23,1,1,4,114,Others
0be905da-8355-4208-ace6-5b3e99d7a0ee,1649,1,1030.45,2,1,3,213,Others
0c1883b4-d085-4f66-ab90-f998b3bb363e,819,1,2002.22,4,1,4,414,Others
0c1b342f-5dfa-4994-a6b9-c2e54faca9d8,621,1,1220.39,4,1,3,413,Others
0c1e943b-159d-454b-9b6e-17b81d94c53d,159,1,276.4,5,1,1,511,New
0c23a455-ffb2-44a4-b631-9023cb26b8c4,1732,1,1119.97,2,1,3,213,Others
0c29530c-872d-449a-8fdd-000bbcf95d71,1681,1,786.12,2,1,3,213,Others
0c3424b1-ad03-49f3-b548-422e0b250639,1476,1,1008.38,2,1,3,213,Others
0c8a85c3-4a28-4dff-90db-ca28d7d72f87,1442,1,1225.83,2,1,3,213,Others
0c8fd427-17b7-490c-9f30-577b77b88c5c,1405,1,1220.31,2,1,3,213,Others
0ca49d26-85e2-4507-8abf-63e0dd4dcfd8,544,1,3924.71,4,1,5,415,Others
0cd76810-ff36-4616-a991-a3bf33441793,1936,1,1737.63,1,1,4,114,Others
0cec9a85-4323-4f27-8a15-3fe46d2b21c9,1089,1,1419.28,3,1,4,314,Others
0cefed1c-6a10-45a6-9bd4-6a6769125cff,37,1,195.29,5,1,1,511,New
0d8a0b11-4da7-43e9-a253-5aa20ae495b9,132,1,2458.79,5,1,5,515,New
0da4411d-7633-43f0-a3e3-ceaa0a494d7d,1879,1,3644.96,1,1,5,115,Others
0dea74ee-f038-4d63-920e-aac5279ca630,8,1,310.54,5,1,2,512,New
0dff63f2-80b9-464d-aaa6-25a7b7600552,1750,1,2444.71,2,1,5,215,Others
0e834a17-cdfa-4b9f-980e-dba709582761,575,1,805.91,4,1,3,413,Others
0e8d4121-b06e-43ff-895a-e3a97f873cb2,2118,1,310.78,1,1,2,112,Others
0ea9becd-6396-422e-a98d-53d32813a2aa,1660,1,1703.55,2,1,4,214,Others
0eb9d670-4a45-48af-97c9-159ddb035eab,488,1,1163.3,4,1,3,413,Others
0ecc986c-b98a-4422-bca0-73dd8409c215,389,1,396.63,5,1,2,512,New
0ed272d9-ecba-4e3a-a484-471588856e67,2129,1,1733.84,1,1,4,114,Others
0edb1d84-ed19-41a1-8445-2024fc507b36,728,1,3247.08,4,1,5,415,Others
0ee70bef-9566-4fec-b7f7-fc5a1587833d,169,1,787.81,5,1,3,513,New
0f7fbfc6-b085-482c-b4ac-fa1c6fe4ce42,158,1,178.78,5,1,1,511,New
0f8db64e-77d7-4c20-9be8-bc6b70ddbe63,633,1,237.72,4,1,1,411,Others
0fc86943-fd8b-4f66-9d31-aa652c30faa2,493,1,2928.22,4,1,5,415,Others
100b61aa-1626-4b0c-a938-192d5bf4ac0b,1340,1,116.35,2,1,1,211,Others
1022715b-ea1f-4b67-a15b-0d039d1932e1,170,1,487.13,5,1,2,512,New
1043bdcc-d7f1-45b8-a1c6-fd723bf232d8,1081,1,1723.74,3,1,4,314,Others
1045f5fe-d6db-4a9a-a96a-d613f13e1b1d,1416,1,540.24,2,1,2,212,Others
104f2072-edc2-4fce-a67f-b58bed65a6e0,1812,1,676.47,1,1,3,113,Others
10507065-7161-49c8-84f2-c36ce72081b3,102,1,1597.25,5,1,4,514,New
1052f8bf-de32-4875-88a9-39c020dec626,212,1,2183.72,5,1,5,515,New
106570c4-fa77-4292-a995-dcb5cfe78d9e,850,1,627.19,4,1,2,412,Others
1073e044-aaff-4120-a368-f74559af3703,726,1,359.29,4,1,2,412,Others
1078b7d4-d2da-4ea3-98c9-b0a2941aa34b,1885,1,41.64,1,1,1,111,Lost
10fffb0b-a7e7-4334-b361-16f667440b66,1506,1,504.55,2,1,2,212,Others
11687bbd-6fb9-4a19-951b-8e037812411e,1306,1,472.35,2,1,2,212,Others
1182eb38-5205-40d6-b8db-1162a5ba89c6,411,1,1539.74,5,1,4,514,New
1189860e-c074-4531-a96f-8a4bc5facf95,1407,1,927.76,2,1,3,213,Others
1207f398-70e2-48ce-81ba-e738826a45e9,1320,1,486.54,2,1,2,212,Others
12438d3e-7859-466c-a616-f4253179652e,1434,1,900.44,2,1,3,213,Others
124cf762-0e09-4502-8751-6c41b337d1e1,728,1,13.92,4,1,1,411,Others
1267303e-bfcf-46b2-a2f3-499e61ad475d,1089,1,394.0,3,1,2,312,Others
126c5c71-b5e6-4fa1-87fb-ae1e7d253e7e,827,1,1095.0,4,1,3,413,Others
127ebd53-68b5-4577-a247-e035f67465e3,1501,1,100.71,2,1,1,211,Others
128b8734-888b-4a0a-808b-21b1d9aaf201,924,1,2755.05,3,1,5,315,Others
12b14ce7-daa8-4769-b54e-585f75afded6,745,1,306.05,4,1,2,412,Others
12cdcc94-52f7-437a-a683-ffbf11fbd422,1754,1,1121.65,1,1,3,113,Others
133cca53-4292-4311-9478-20d194ca0e5d,245,1,122.98,5,1,1,511,New
13765e8c-c3ee-4130-8e93-5c3ca40a1bf3,1934,1,1727.11,1,1,4,114,Others
13a65d83-bd0c-498d-90a7-cd94c95cc7ed,1236,1,146.83,3,1,1,311,Others
13beec05-44dd-4a2f-94c8-c48c1c6a9b0a,1581,1,215.12,2,1,1,211,Others
13d0ada9-bf30-4544-984e-49cc95e15c2c,1749,1,2143.29,2,1,5,215,Others
13fbecd0-8f00-4786-9519-7d1776eed88f,1783,1,357.06,1,1,2,112,Others
144ebc50-cf2a-4dba-ada2-f6a40e79ce03,571,1,2722.47,4,1,5,415,Others
147e6471-3073-4dbe-b9af-22ab15457d12,562,1,904.77,4,1,3,413,Others
14b38d32-e6bd-46fc-aaf0-86b16d75d3bd,1304,1,1813.26,2,1,4,214,Others
14b636ee-b1f0-4113-b8f2-5fbe90e621a7,445,1,182.7,5,1,1,511,New
14d6947a-4fb2-45d2-8bcc-017c9365b3e2,2158,1,193.09,1,1,1,111,Lost
14eac9a8-650f-4021-92e7-8ff295f85aad,1876,1,148.19,1,1,1,111,Lost
14f01528-f8f5-4200-963f-73373a20d70f,1694,1,1086.8,2,1,3,213,Others
1526425a-2441-4bd9-a909-e9b261f76ac1,118,1,895.2,5,1,3,513,New
152a10bd-1d87-418c-af22-ad230c8ae1c1,91,1,151.92,5,1,1,511,New
154c0ed8-a576-4bc2-bb76-e9fb984c2d0a,1949,1,1306.88,1,1,4,114,Others
15657c0c-e4bc-45ca-af63-5cc917317dd5,2013,1,884.17,1,1,3,113,Others
1565af89-0fbe-4ff1-9940-59e460fb7cd8,1027,1,488.68,3,1,2,312,Others
15ae1d35-0f17-4082-821d-62a02d8b92f3,331,1,1612.76,5,1,4,514,New
15ba8564-7d68-49a5-87b8-65355088056f,1174,1,1050.12,3,1,3,313,Others
15da795b-b85b-4cf0-8dee-bdb6ef1b029f,734,1,184.64,4,1,1,411,Others
15e42953-b8b6-41d5-89e2-261492ce9a52,74,1,440.51,5,1,2,512,New
15e5a6f8-dcc3-444f-b3bf-451c2bca202d,1,1,563.45,5,1,2,512,New
15edc679-5424-4786-8c01-2fa59ed3e417,1059,1,202.03,3,1,1,311,Others
1620ad91-e780-4103-9c16-266597207efd,921,1,294.91,3,1,1,311,Others
162aa5fa-e6ad-4b08-896f-34147c34eea6,249,1,570.37,5,1,2,512,New
1650d7e1-0e7a-487b-a1ed-2d117178157a,1848,1,701.81,1,1,3,113,Others
16518886-ed35-44d7-8f83-bb0c18942b0c,1027,1,259.88,3,1,1,311,Others
165b8c35-ae10-4780-839d-455edfee1760,791,1,165.38,4,1,1,411,Others
1675dd06-4c4c-414d-8afd-0b1134a9e581,2013,1,1381.83,1,1,4,114,Others
168ccf46-262e-4271-aa65-4ac607a381ad,1473,1,631.31,2,1,2,212,Others
16be0ae9-61fd-40a8-aadf-9ca95c74557d,392,1,3577.95,5,1,5,515,New
16c282de-2b41-46b4-b6d9-5f4b6596553c,705,1,430.21,4,1,2,412,Others
16cca0e6-c137-4345-9e6b-977b061bbf7f,987,1,1108.91,3,1,3,313,Others
17213d10-1727-41a7-9af8-7ab6072c9a10,528,1,3081.7,4,1,5,415,Others
1739af28-f838-411d-be9a-74fb6e6635fb,1414,1,2650.62,2,1,5,215,Others
17765ce1-bf82-4b86-9315-0e9c78798452,145,1,1186.71,5,1,3,513,New
17c84bee-0d1e-4171-939d-d682f67ae07c,80,1,1800.06,5,1,4,514,New
17d4f9a0-efbd-4458-86dd-1b7eb3f895ea,1500,1,601.14,2,1,2,212,Others
17d7214f-c96f-4ed6-9ab4-55e7c1e95874,389,1,418.09,5,1,2,512,New
17e2194e-3922-4d84-ab30-b4cfa67b9af3,2130,1,269.73,1,1,1,111,Lost
1851cd68-8bf3-47be-823c-79dfea0dadc0,2159,1,1385.64,1,1,4,114,Others
1880e3bf-6e50-4fa4-8830-e1aae1bd0be4,1872,1,77.61,1,1,1,111,Lost
18b77f69-e860-4da6-af09-a8f54e5bca1a,531,1,2071.73,4,1,4,414,Others
193151af-83ed-4e82-828a-e3351fc95231,2107,1,1629.71,1,1,4,114,Others
194b72b7-0c62-4841-a810-ccd640bf7f68,972,1,480.52,3,1,2,312,Others
1980e03a-0f02-416e-956f-74ebf9bff3b2,121,1,215.39,5,1,1,511,New
19a031c2-7c2b-4199-ae86-900799d4619c,742,1,604.4,4,1,2,412,Others
19a036f0-03f7-437c-a553-4e01dd72b88f,727,1,1965.35,4,1,4,414,Others
19aa4db6-02c4-43a3-ab4d-10d6db404b65,367,1,875.17,5,1,3,513,New
19aedbd9-b1c6-4498-8b15-2a855ee4ed86,1792,1,1594.79,1,1,4,114,Others
19f96e81-8e66-4139-8364-416ab3913f9a,569,1,1098.69,4,1,3,413,Others
19fc7a75-f3f9-4f8b-97ef-d1380ae9909e,532,1,656.26,4,1,2,412,Others
1a3c0ffe-3868-4cca-bfaf-661d35d1fe16,960,1,1376.62,3,1,4,314,Others
1a5f3542-5498-4df4-855b-1e0a9638276b,1936,1,637.09,1,1,2,112,Others
1ac2557c-6c33-4a48-8231-98f36b357f24,908,1,744.5,3,1,3,313,Others
1ae9818a-59c5-49d6-a843-6690b9d099a9,2027,1,3108.85,1,1,5,115,Others
1aee5256-cbd5-4c0d-87eb-e4e203001e06,1042,1,2943.12,3,1,5,315,Others
1b38e7a9-75f3-4b1d-89d5-a4fd249d8a7b,1776,1,2936.38,1,1,5,115,Others
1b55b120-3fdd-455c-8f8a-5673f937ab9f,1825,1,2168.51,1,1,5,115,Others
1b630c26-dfd4-4c56-b990-bc0208008b86,1090,1,2315.0,3,1,5,315,Others
1b886ccc-901f-47d1-b6f5-4ef0f9fed20f,1544,1,2544.12,2,1,5,215,Others
1b8d610d-7532-41df-966e-0a3c15b6860f,401,1,3290.55,5,1,5,515,New
1bd81021-d9e2-45b2-928b-6e1af5cdcef6,289,1,1104.81,5,1,3,513,New
1bf87114-3515-46df-a54a-35c4f61edc73,868,1,349.46,4,1,2,412,Others
1bff6fa3-227d-4d4f-9ee0-d3e69beb41a0,981,1,896.86,3,1,3,313,Others
1c07c700-edd4-4044-8b90-aadace7243f6,1282,1,277.64,2,1,1,211,Others
1d0adc5e-5495-4ada-a58b-099181894c39,459,1,2206.07,5,1,5,515,New
1d4079aa-a8df-4358-9eae-6882a1b7e187,1203,1,1562.75,3,1,4,314,Others
1d520b6c-1d12-4f37-a944-5f50b215f832,827,1,133.52,4,1,1,411,Others
1d570c45-c6a1-4564-9f2c-0f88f0e6bbd2,1236,1,156.88,3,1,1,311,Others
1d66f19e-ab83-4d8b-95d9-277a0da41dab,1254,1,531.03,3,1,2,312,Others
1d6fa625-d2a0-4eec-908f-c03124223895,1791,1,4384.25,1,1,5,115,Others
1dd1c34f-4f46-45eb-ac54-314d7fab80f1,2095,1,675.15,1,1,2,112,Others
1dd5b076-0118-4a6a-b660-00315cf20d6f,1084,1,74.69,3,1,1,311,Others
1dde31bd-75ad-4dde-bfa9-807a0f0411f7,596,1,476.79,4,1,2,412,Others
1df1ebda-c289-474d-95bb-c3ae08dc01c2,90,1,1502.59,5,1,4,514,New
1dff2229-3c41-4079-a1e9-1f9e87405e75,132,1,1163.96,5,1,3,513,New
1e1c45c6-80ee-4daf-a335-e15a80abe77f,762,1,437.7,4,1,2,412,Others
1e5269dd-14f2-490c-b884-278c8c687186,168,1,2460.71,5,1,5,515,New
1e551b5d-a02d-4a8e-949a-f68b401ba87f,153,1,1344.18,5,1,4,514,New
1e779b21-a08c-401a-a478-0d931fbfdab2,548,1,470.38,4,1,2,412,Others
1ef0af2a-4706-478e-9a9b-2fb3ae163a8b,1543,1,907.81,2,1,3,213,Others
1f2565d4-4725-4d3b-9265-5220d25ec819,1473,1,971.46,2,1,3,213,Others
1f2c1e36-d0e4-45ee-8f41-d731f6cdba1e,688,1,8.23,4,1,1,411,Others
1f557c4f-d23f-4f99-804c-bafacdc5bfb2,459,1,3495.49,5,1,5,515,New
1f60091f-6bb6-4b4e-8378-cfca512dc39f,1963,1,239.65,1,1,1,111,Lost
1f6505bf-96b5-4eb0-85e8-2f5b9ae9a26f,646,1,1161.31,4,1,3,413,Others
1f99f41e-abbf-4682-a010-aa3cb4b52845,978,1,322.13,3,1,2,312,Others
1f9aca22-1f3c-4566-a550-d12a7e463c89,1787,1,1773.29,1,1,4,114,Others
1fbb7254-ef85-44b5-a4af-70a310c18fa3,65,1,859.22,5,1,3,513,New
1fe39f47-b1a4-4cfb-ba9c-c5c3d3c30697,1329,1,37.84,2,1,1,211,Others
202035ea-f206-489b-a45b-fcc85fb5269f,1477,1,566.12,2,1,2,212,Others
2072d47c-fbc3-40f1-80a7-9ff9a3085ebd,1037,1,1151.87,3,1,3,313,Others
2096c1ae-2731-41cd-b10c-1df03f1ddac4,1818,1,1207.46,1,1,3,113,Others
20a43b06-b47f-4d64-9ac8-773cdb74849a,362,1,2810.82,5,1,5,515,New
20a7ba7f-3cb0-4a5f-b13e-46f5263242b6,1959,1,356.03,1,1,2,112,Others
20beaa2f-f040-44de-b6c9-52284259355a,807,1,1283.54,4,1,4,414,Others
20c0abc3-2e79-4cac-a026-3d160fc0a92d,276,1,470.54,5,1,2,512,New
20c82f8a-1bb5-4c6b-8e02-bef2ced8ae1a,1475,1,2286.33,2,1,5,215,Others
20e16ce4-7cc5-46ca-b4cd-488641c6a10f,874,1,1222.9,4,1,3,413,Others
20e3a52b-a197-4ad4-8a89-bbf51fcbca9c,438,1,1117.05,5,1,3,513,New
20eff3c3-337f-4d5c-845d-b50602fdad6e,1324,1,263.28,2,1,1,211,Others
20f3a542-1753-44bb-a8db-dcf804e8155d,2042,1,2061.2,1,1,4,114,Others
21071d77-05ea-41ab-b5c7-f0020a8ef007,1964,1,2283.24,1,1,5,115,Others
2113376b-4fee-4f2d-9285-d8f764fe661b,1152,1,1831.86,3,1,4,314,Others
21514820-c632-4ab6-974f-78ba9340894e,1085,1,300.2,3,1,1,311,Others
217241ed-2e41-4a00-8870-5510b9e85923,314,1,2511.72,5,1,5,515,New
217cde70-5d09-425a-8a6f-b95ad0e2af35,1371,1,640.82,2,1,2,212,Others
2192d919-648f-40dd-ba6d-876b9a7f4e2b,837,1,150.01,4,1,1,411,Others
21aa0be2-03d9-44f7-81dd-4b741f713fc3,724,1,413.5,4,1,2,412,Others
220b9604-8057-4d59-b7b4-54faa5bced5e,884,1,936.45,3,1,3,313,Others
221faca7-b354-4d88-86ef-06c2ea95961b,1785,1,76.6,1,1,1,111,Lost
223581f8-4889-4bd3-b454-500004610446,980,1,784.57,3,1,3,313,Others
225f11ab-cd90-4e93-8691-ced066601e63,41,1,1382.38,5,1,4,514,New
22a22e89-f1ff-4204-83e4-f7539c678722,1979,1,1992.68,1,1,4,114,Others
22cc615f-1d7a-45ea-b7c9-24dfb20c6248,259,1,1517.97,5,1,4,514,New
22ebeb34-e554-4c88-8d62-73cf476829bf,1525,1,2279.43,2,1,5,215,Others
22f51f73-93e0-48c4-b63d-975d259b42a6,1787,1,625.87,1,1,2,112,Others
230016c6-684f-4491-8e1d-c05792947edd,298,1,2177.09,5,1,5,515,New
23056515-e75e-4c06-ada9-77f1ca48756b,912,1,1596.52,3,1,4,314,Others
23143df1-4b56-40f9-90a2-f79a089068fa,582,1,998.19,4,1,3,413,Others
2323b061-d911-4d06-a924-ffbf3f923b0e,2038,1,59.51,1,1,1,111,Lost
233e7b39-aac2-493f-95d1-2b3ea7fd2ce8,2095,1,2244.11,1,1,5,115,Others
235ed144-0b5b-40ed-b211-9a34fd3a28be,1294,1,654.24,2,1,2,212,Others
2397a79f-7dfb-4c36-8707-ecd2b52fc3f5,524,1,203.35,4,1,1,411,Others
23a1f1d6-9afe-4722-a941-2f62a1bd120f,35,1,111.86,5,1,1,511,New
23fb9ef0-ab93-4b8a-b4c8-50b1625c11e2,999,1,2202.16,3,1,5,315,Others
23ff2ad3-b0dc-43ac-a47a-6a6af4329d50,1636,1,2616.97,2,1,5,215,Others
240eb86b-2cec-46db-8581-b6c5a0f32271,1876,1,3153.25,1,1,5,115,Others
241b8293-106e-4611-be10-a938a6e3d613,1020,1,742.45,3,1,3,313,Others
2451ead3-b4c4-4408-946c-0332dc073a1a,11,1,75.56,5,1,1,511,New
248b5f10-12e1-4b4e-8c8c-63cf3bf6288b,1706,1,341.46,2,1,2,212,Others
249e90a1-66a0-4bf4-a59a-2e6711438af4,320,1,226.84,5,1,1,511,New
24bb7e1d-f966-480d-98ee-86daf55a759e,1466,1,2486.62,2,1,5,215,Others
24c9c374-2ff0-4d7c-92bc-8dd757b54eea,218,1,350.45,5,1,2,512,New
24cd73fa-52d3-4365-893c-a8b3fcb181b3,1947,1,2510.66,1,1,5,115,Others
24dcf568-8115-4232-8cc4-7b98a15af584,370,1,1846.48,5,1,4,514,New
24e029eb-dc38-48b8-9b1d-0ed58cc57230,25,1,986.15,5,1,3,513,New
24f5d926-3034-44ba-9273-f3dd16d0dcbf,940,1,8.78,3,1,1,311,Others
24f96b48-ef4a-4ea8-8137-fe7a8ed7c6b3,791,1,3943.85,4,1,5,415,Others
24ffec07-efee-463f-b8d0-9951d666c76e,326,1,208.24,5,1,1,511,New
2522e7de-4f88-427d-b9da-0db59e37b235,1994,1,577.54,1,1,2,112,Others
252b3d51-4440-4e90-804b-ef1292582313,1943,1,2152.82,1,1,5,115,Others
25364b10-fc32-45ec-aeb6-14118dc9ba55,1807,1,1023.34,1,1,3,113,Others
253d4ed8-9fc6-4b92-a766-18b73fd23188,311,1,60.63,5,1,1,511,New
254b51fc-150a-4c6d-a1b0-e5eab6317fcc,1875,1,1133.0,1,1,3,113,Others
257d3ce0-aa46-4f3e-b538-311ce3bcd113,537,1,2908.21,4,1,5,415,Others
25cf847e-b5e8-48ea-9330-bea5295bb9e8,1527,1,213.15,2,1,1,211,Others
25f7449b-2f79-4ce2-8aa3-6d02ff563e61,998,1,61.62,3,1,1,311,Others
2609327a-5c32-4471-8800-7b7821dfea66,1688,1,519.01,2,1,2,212,Others
26336dba-783f-47a7-ae7b-a3c46683c86d,439,1,3150.1,5,1,5,515,New
264b9d07-e22c-4914-87a5-2f0385ab16a3,794,1,154.75,4,1,1,411,Others
272c5079-6b80-40e7-83a6-c05521899a77,1929,1,2550.23,1,1,5,115,Others
273db8aa-4745-4991-a0f1-e1fd01cc60be,363,1,379.06,5,1,2,512,New
27578733-b0b5-44ef-b216-381163dbfc56,1057,1,1366.41,3,1,4,314,Others
27b78c7a-d1dd-40aa-9d7f-b86717944a1c,1281,1,143.96,3,1,1,311,Others
